,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,MANUFACTURER,BRAND,BARCODE
449609,Health & Wellness,Skin Care,Lip Balms & Treatments,,"E.L.F. COSMETICS, INC",NATURIUM,UNKNOWN_449609
449625,Snacks,Candy,,,THE HERSHEY COMPANY,WHATCHAMACALLIT,UNKNOWN_449625
449893,Snacks,Pudding & Gelatin,Ready-to-Eat Gelatin,,KRAFTHEINZ,JELL-O REFRIGERATED PUDDING & GELATIN,UNKNOWN_449893
450114,Health & Wellness,Medicines & Treatments,,,SEATTLE GUMMY COMPANY,ACV SHOTS,UNKNOWN_450114
450159,Snacks,Chips,Potato Chips,,PEPSICO,FRITO-LAY,UNKNOWN_450159
450387,Health & Wellness,Hair Care,Shampoo,,HENKEL,ALTERNA,UNKNOWN_450387
450412,Health & Wellness,,,,PROCTER & GAMBLE,GILLETTE VENUS,UNKNOWN_450412
450613,Health & Wellness,Bath & Body,Hand & Body Lotions,,"GALDERMA LABORATORIES, L.P.",CETAPHIL,UNKNOWN_450613
450690,Health & Wellness,Hair Care,Conditioner,,KAO USA,JOHN FRIEDA,UNKNOWN_450690
450703,Snacks,,,,GENERAL MILLS,JOJO SIWA CEREAL,UNKNOWN_450703
450973,Health & Wellness,Oral Care,Toothbrushes,,CHURCH & DWIGHT,SPINBRUSH,UNKNOWN_450973
451028,Snacks,Snack Cakes,Danishes & Puffs Snack Cakes,,BIMBO,MRS BAIRD'S BREAD,UNKNOWN_451028
451605,Snacks,Snack Bars,Performance & Protein Bars,,MUNK PACK,MUNK PACK,UNKNOWN_451605
451832,Snacks,,,,FERRERO GROUP,KEEBLER SWEET TREATS,UNKNOWN_451832
452362,Health & Wellness,Skin Care,Body Oil,,KAO USA,BIO-OIL,UNKNOWN_452362
453342,Snacks,Nuts & Seeds,Pistachios,,,,UNKNOWN_453342
453580,Snacks,Puffed Snacks,Popcorn,,CONAGRA,ORVILLE REDENBACHER'S,UNKNOWN_453580
453764,Health & Wellness,Bath & Body,,,WHY BRANDS INC.,MUNCHKIN,UNKNOWN_453764
453828,Snacks,Pretzels,,,THE HERSHEY COMPANY,HERSHEY'S,UNKNOWN_453828
453885,Health & Wellness,,,,JOHNSON & JOHNSON,SUDAFED,UNKNOWN_453885
454221,Health & Wellness,Eye Care,Reading Glasses,,KAO USA,JERGENS,UNKNOWN_454221
454330,Snacks,Fruit & Vegetable Snacks,,,PEPSICO,NATUCHIPS PLANTAIN CHIPS,UNKNOWN_454330
454387,Health & Wellness,First Aid,First Aid Kits,,JOHNSON & JOHNSON,BAND-AID,UNKNOWN_454387
454692,Snacks,Candy,Gum,,MARS WRIGLEY,JUICY FRUIT,UNKNOWN_454692
454843,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,PROCTER & GAMBLE,GILLETTE,UNKNOWN_454843
454991,Health & Wellness,Medicines & Treatments,Pain & Fever Medicines & Treatments,,CHURCH & DWIGHT,LEGATRIN,UNKNOWN_454991
455248,Snacks,Candy,,,KRAFTHEINZ,BAILEYS COFFEE PRODUCTS,UNKNOWN_455248
455420,Snacks,,,,"META PLATFORMS, INC.",META,UNKNOWN_455420
455501,Snacks,Candy,Chocolate Candy,,MARS WRIGLEY,3 MUSKETEERS,UNKNOWN_455501
455752,Health & Wellness,Skin Care,Lip Balms & Treatments,Lip Balms,COLGATE-PALMOLIVE,ELTAMD SKINCARE,UNKNOWN_455752
455883,Snacks,Nuts & Seeds,,,CONAGRA,BIGS,UNKNOWN_455883
455919,Health & Wellness,Menstrual Care,Menstrual Care Treatments & Cleansers,,PROCTER & GAMBLE,ALWAYS,UNKNOWN_455919
455966,Health & Wellness,Hair Care,Hair Tools,,COTY,KYLIE BABY,UNKNOWN_455966
456878,Snacks,Snack Bars,Performance & Protein Bars,,PERFECT KETO,PERFECT KETO,UNKNOWN_456878
456897,Snacks,Crackers,Butter Crackers,,CAMPBELL SOUP COMPANY,BISCA,UNKNOWN_456897
456939,Snacks,Energy & Endurance,Chews & Gels,,MONDELĒZ INTERNATIONAL,CLIF BAR,UNKNOWN_456939
457109,Snacks,Candy,,,CASEY'S GENERAL STORE,CASEY'S GENERAL STORE,UNKNOWN_457109
457194,Health & Wellness,Bath & Body,Hand Sanitizer,,"SC JOHNSON & SON, INC",BABYGANICS,UNKNOWN_457194
457200,Snacks,,,,HORMEL FOODS,CORN NUTS,UNKNOWN_457200
457309,Health & Wellness,,,,UNILEVER,SIMPLE SKIN CARE,UNKNOWN_457309
457641,Snacks,Puffed Snacks,Popcorn,,CONAGRA,ACT II,UNKNOWN_457641
457936,Snacks,,,,THE HERSHEY COMPANY,GOOD & PLENTY,UNKNOWN_457936
458286,Health & Wellness,Hair Care,Hair Styling Products,,HENKEL,TEC ITALY,UNKNOWN_458286
458375,Snacks,,,,GENERAL MILLS,AUTUMN'S GOLD,UNKNOWN_458375
458591,Snacks,Candy,Confection Candy,,FERRARA CANDY COMPANY,SPREE,UNKNOWN_458591
458711,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Immune Support,JOHNSON & JOHNSON,ZARBEE'S,UNKNOWN_458711
458827,Snacks,Candy,Confection Candy,,FERRARA CANDY COMPANY,PIXY STIX,UNKNOWN_458827
458828,Snacks,Candy,Chocolate Candy,,MONDELĒZ INTERNATIONAL,GREEN & BLACK'S,UNKNOWN_458828
459089,Health & Wellness,Oral Care,Oral Pain Relief,,BOIRON,BOIRON,UNKNOWN_459089
459640,Health & Wellness,Hair Care,,,HENKEL,TEC ITALY,UNKNOWN_459640
460110,Health & Wellness,Bath & Body,,,CHURCH & DWIGHT,FINISHING TOUCH FLAWLESS,UNKNOWN_460110
460252,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,Anti Diarrheal Medicines & Treatments,PROCTER & GAMBLE,PEPTO BISMOL,UNKNOWN_460252
460450,Health & Wellness,Skin Care,Facial Cleansers,,THE CLOROX COMPANY,BURT'S BEES BEAUTY,UNKNOWN_460450
461098,Snacks,,,,GENERAL MILLS,FRUIT BY THE FOOT,UNKNOWN_461098
461163,Health & Wellness,Skin Care,Facial Cleansers,,"BEIERSDORF, INC.",EUCERIN,UNKNOWN_461163
461294,Health & Wellness,Bath & Body,Hand & Body Lotions,,COTY,VERA WANG FRAGRANCE & BODY CARE,UNKNOWN_461294
461371,Alcohol,Wine,Red Wine,Red Blend,GALLO,BAREFOOT,UNKNOWN_461371
461440,Health & Wellness,,,,CHURCH & DWIGHT,THERABREATH,UNKNOWN_461440
461633,Snacks,Crackers,,,TH FOODS,CRUNCHMASTER,UNKNOWN_461633
462314,Snacks,,,,ATKINS,ATKINS,UNKNOWN_462314
462482,Snacks,Dips & Salsa,Other Dips,,,,UNKNOWN_462482
462522,Health & Wellness,,,,MANSCAPED,MANSCAPED,UNKNOWN_462522
462560,Health & Wellness,Medicines & Treatments,Allergy & Sinus Medicines & Treatments,,BAYER,CLARITIN®,UNKNOWN_462560
462710,Health & Wellness,,,,JOHNSON & JOHNSON,PEPCID,UNKNOWN_462710
462938,Snacks,,,,MONDELĒZ INTERNATIONAL,LORNA DOONE,UNKNOWN_462938
463443,Health & Wellness,Hair Care,Shampoo,,PROCTER & GAMBLE,NEXT OF US,UNKNOWN_463443
463706,Snacks,Snack Bars,Meal Replacement Bars,,GENERAL MILLS,GOODBELLY PROBIOTICS,UNKNOWN_463706
463764,Snacks,Snack Cakes,Pies & Tarts Snack Cakes,,,,UNKNOWN_463764
463779,Health & Wellness,Hair Removal,After Shave,,,,UNKNOWN_463779
463833,Snacks,Snack Cakes,Pies & Tarts Snack Cakes,,MONDELĒZ INTERNATIONAL,TWO-BITE,UNKNOWN_463833
464113,Snacks,Dessert Toppings,,,GENERAL MILLS,BETTY CROCKER,UNKNOWN_464113
464210,Snacks,Chips,Whole Grain Chips,,,,UNKNOWN_464210
464227,Snacks,,,,CAMPBELL SOUP COMPANY,GARDEN FRESH GOURMET,UNKNOWN_464227
464231,Health & Wellness,,,,CHURCH & DWIGHT,ORAJEL,UNKNOWN_464231
464313,Apparel & Accessories,Clothing,,,PEPSICO,FRITO-LAY,UNKNOWN_464313
464555,Snacks,Candy,,,MARS WRIGLEY,MARS WRIGLEY VARIETY,UNKNOWN_464555
464653,Snacks,Energy & Endurance,,,MONDELĒZ INTERNATIONAL,CLIF BAR,UNKNOWN_464653
465142,Health & Wellness,Deodorant & Antiperspirant,Women's Deodorant & Antiperspirant,,COTY,"MISS SPORTY FRAGRANCE, BEAUTY, & BODY CARE",UNKNOWN_465142
465346,Health & Wellness,Menstrual Care,Tampons,,PROCTER & GAMBLE,TAMPAX,UNKNOWN_465346
465522,Health & Wellness,Skin Care,,,"SC JOHNSON & SON, INC",METHOD,UNKNOWN_465522
465733,Snacks,Snack Bars,Performance & Protein Bars,,MONDELĒZ INTERNATIONAL,CLIF BAR,UNKNOWN_465733
465912,Health & Wellness,Eye Care,Eye Drops,,ALCON LABORATORIES INC,SYSTANE,UNKNOWN_465912
465923,Health & Wellness,Eye Care,,,JOHNSON & JOHNSON,VISINE,UNKNOWN_465923
466032,Health & Wellness,Bath & Body,Hand & Body Lotions,,UNILEVER,SIMPLE SKIN CARE,UNKNOWN_466032
466527,Snacks,,,,CAMPBELL SOUP COMPANY,BISCA,UNKNOWN_466527
466538,Snacks,Crackers,Other Crackers,,CAMPBELL SOUP COMPANY,STELLA D'ORO,UNKNOWN_466538
467487,Snacks,,,,MARS WRIGLEY,MILKY WAY,UNKNOWN_467487
467661,Snacks,Crackers,Sandwich Crackers,,PEPSICO,MUNCHIES,UNKNOWN_467661
467750,Health & Wellness,Hair Care,Shampoo & Conditioner Co-Pack,,KAO USA,ORIBE,UNKNOWN_467750
467921,Snacks,Fruit & Vegetable Snacks,Fruit Rolls & Twists,,GENERAL MILLS,FRUIT ROLL UPS,UNKNOWN_467921
467961,Snacks,,,,GENERAL MILLS,TRIX,UNKNOWN_467961
468004,Health & Wellness,Topical Muscle & Joint Relief Treatments,Topical & Muscular Medicines & Treatments,,SANOFI AVENTIS US LLC,SPORTSCREME,UNKNOWN_468004
468612,Snacks,Pretzels,Traditional Pretzels,,GENERAL MILLS,GARDETTOS,UNKNOWN_468612
468876,Snacks,Crackers,Sandwich Crackers,,CAMPBELL SOUP COMPANY,LANCE,UNKNOWN_468876
469398,Health & Wellness,,,,HENKEL,TEC ITALY,UNKNOWN_469398
469545,Snacks,Snack Mixes,,,PEPSICO,CHESTER'S,UNKNOWN_469545
469833,Health & Wellness,Medicines & Treatments,,,WHY BRANDS INC.,MUNCHKIN,UNKNOWN_469833
469966,Health & Wellness,Hair Care,Dry Shampoo,,CHURCH & DWIGHT,BATISTE,UNKNOWN_469966
470871,Health & Wellness,Medicines & Treatments,,,PROCTER & GAMBLE,PRILOSEC OTC,UNKNOWN_470871
470982,Snacks,Candy,,,THE HERSHEY COMPANY,HERSHEY'S,UNKNOWN_470982
471422,Snacks,Fruit & Vegetable Snacks,,,PIM BRANDS,WELCH'S FRUIT SNACKS,UNKNOWN_471422
471490,Health & Wellness,Skin Care,Facial Cleansers,,COTY,SKKN,UNKNOWN_471490
471591,Health & Wellness,Hair Care,Hair Color,,KAO USA,JOHN FRIEDA,UNKNOWN_471591
471658,Health & Wellness,Oral Care,Toothpaste,,CHURCH & DWIGHT,THERABREATH,UNKNOWN_471658
471737,Snacks,Candy,,,MARS WRIGLEY,FREEDENT,UNKNOWN_471737
471995,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,,PROCTER & GAMBLE,PRILOSEC OTC,UNKNOWN_471995
472309,Health & Wellness,,,,COTY,SKKN,UNKNOWN_472309
472636,Health & Wellness,Eye Care,Eye Drops,,BAUSCH + LOMB CORPORATION,BOSTON,UNKNOWN_472636
472721,Health & Wellness,Hair Removal,Shaving Gel & Cream,Men's Shaving Gel & Cream,,,UNKNOWN_472721
472896,Snacks,,,,MONDELĒZ INTERNATIONAL,LU,UNKNOWN_472896
473146,Snacks,Dessert Toppings,,,KRAFTHEINZ,COOL WHIP,UNKNOWN_473146
473241,Snacks,,,,KODIAK CAKES,KODIAK GRAHAM BEAR BITES,UNKNOWN_473241
473428,Health & Wellness,Bath & Body,Liquid Hand Soap,,SUAVE BRANDS COMPANY LLC,SUAVE,UNKNOWN_473428
473700,Health & Wellness,Skin Care,Anti-Aging Skin Care Kits,,,,UNKNOWN_473700
473847,Health & Wellness,,,,BAYER,ALEVE®,UNKNOWN_473847
474130,Health & Wellness,Skin Care,Sunscreen,,PROCTER & GAMBLE,OLAY,UNKNOWN_474130
474259,Health & Wellness,Skin Care,Lip Balms & Treatments,,HALEON,CHAPSTICK,UNKNOWN_474259
474261,Health & Wellness,,,,HALEON,CHAPSTICK,UNKNOWN_474261
474380,Health & Wellness,Eye Care,Prescription Lenses,,BAUSCH + LOMB CORPORATION,BAUSCH + LOMB,UNKNOWN_474380
474603,Health & Wellness,Bath & Body,,,COTY,TIFFANY & CO. FRAGRANCE & BODY CARE,UNKNOWN_474603
474995,Health & Wellness,Bath & Body,Hand & Body Lotions,,KAO USA,CUREL,UNKNOWN_474995
475095,Health & Wellness,Menstrual Care,Tampons,,PROCTER & GAMBLE,THIS IS L.,UNKNOWN_475095
475195,Health & Wellness,,,,COTY,TIFFANY & CO. FRAGRANCE & BODY CARE,UNKNOWN_475195
475236,Snacks,Dessert Toppings,Ice Cream Sauces & Syrups,,THE HERSHEY COMPANY,REESE'S,UNKNOWN_475236
475535,Health & Wellness,Bath & Body,,,COLGATE-PALMOLIVE,ELTAMD SKINCARE,UNKNOWN_475535
475795,Snacks,Dips & Salsa,Bean Dip,,,,UNKNOWN_475795
476181,Health & Wellness,Menstrual Care,Tampons,,,,UNKNOWN_476181
476197,Snacks,,,,THE JM SMUCKER COMPANY,JIF,UNKNOWN_476197
476240,Health & Wellness,Medicines & Treatments,,,CHURCH & DWIGHT,SIMPLY SALINE,UNKNOWN_476240
476308,Health & Wellness,,,,CHURCH & DWIGHT,PRE-SEED,UNKNOWN_476308
476438,Health & Wellness,Skin Care,Facial Cleansing Kits,,COTY,PHILOSOPHY FRAGRANCE & BODY CARE,UNKNOWN_476438
476824,Snacks,Pudding & Gelatin,Ready-to-Eat Pudding,,GENERAL MILLS,YOPLAIT,UNKNOWN_476824
476837,Health & Wellness,Medicines & Treatments,,,"META PLATFORMS, INC.",META,UNKNOWN_476837
476898,Snacks,,,,MARS WRIGLEY,EXTRA,UNKNOWN_476898
477243,Health & Wellness,,,,BAUSCH + LOMB CORPORATION,RENU,UNKNOWN_477243
477252,Snacks,,,,THE HERSHEY COMPANY,MOUNDS,UNKNOWN_477252
477280,Health & Wellness,Hair Removal,,,"BEIERSDORF, INC.",NIVEA,UNKNOWN_477280
477341,Snacks,Chips,,,PEPSICO,SABRITONES,UNKNOWN_477341
477482,Snacks,Candy,Chocolate Candy,,THE JM SMUCKER COMPANY,JIF,UNKNOWN_477482
477788,Health & Wellness,Medicines & Treatments,,,BAYER,ONE A DAY®,UNKNOWN_477788
477867,Health & Wellness,Hair Care,,,JOHNSON & JOHNSON,LE PETIT MARSEILLAIS,UNKNOWN_477867
478082,Health & Wellness,Hair Care,Shampoo & Conditioner Co-Pack,,PROCTER & GAMBLE,HERBAL ESSENCES,UNKNOWN_478082
478313,Snacks,Energy & Endurance,Shots,,,,UNKNOWN_478313
478391,Health & Wellness,,,,PROCTER & GAMBLE,JOY+GLEE,UNKNOWN_478391
478593,Health & Wellness,,,,HENKEL,PRAVANA,UNKNOWN_478593
478625,Health & Wellness,Skin Care,,,PROCTER & GAMBLE,DERMAGEEK,UNKNOWN_478625
478638,Snacks,,,,MARS WRIGLEY,M&M'S,UNKNOWN_478638
478903,Snacks,Chips,Tortilla Chips,,PEPSICO,TOSTITOS,UNKNOWN_478903
478908,Health & Wellness,Bath & Body,Body Wash,,PROCTER & GAMBLE,SAFEGUARD,UNKNOWN_478908
478942,Snacks,Puffed Snacks,Popcorn,,PEPSICO,POP WORKS & COMPANY,UNKNOWN_478942
478964,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,,BAYER,ALKA-SELTZER PLUS®,UNKNOWN_478964
478991,Health & Wellness,First Aid,Medical Masks & Gloves,,,,UNKNOWN_478991
479010,Health & Wellness,Bath & Body,Hand & Body Lotions,,COLGATE-PALMOLIVE,ELTAMD SKINCARE,UNKNOWN_479010
479150,Health & Wellness,Bath & Body,,,SUAVE BRANDS COMPANY LLC,SUAVE,UNKNOWN_479150
479151,Snacks,Pretzels,,,,,UNKNOWN_479151
479484,Snacks,Candy,,,MARS WRIGLEY,ORBIT,UNKNOWN_479484
480035,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,,,UNKNOWN_480035
480102,Health & Wellness,,,,JOHNSON & JOHNSON,AVEENO,UNKNOWN_480102
480113,Snacks,Pudding & Gelatin,,,NESTLE,AERO,UNKNOWN_480113
480191,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,UNISOM,UNKNOWN_480191
480514,Health & Wellness,Skin Care,Lip Balms & Treatments,Medicated Lip Treatments,"BEIERSDORF, INC.",NIVEA,UNKNOWN_480514
480637,Health & Wellness,Skin Care,Lip Balms & Treatments,,COTY,KYLIE SKIN,UNKNOWN_480637
480678,Health & Wellness,,,,SANOFI AVENTIS US LLC,CAPZASIN,UNKNOWN_480678
480746,Snacks,,,,MONDELĒZ INTERNATIONAL,PINWHEELS,UNKNOWN_480746
481033,Health & Wellness,Hair Care,Hair Styling Products,,HENKEL,SILHOUETTE,UNKNOWN_481033
481261,Health & Wellness,Bath & Body,Bath & Body Gift Sets,,COTY,MIU MIU FRAGRANCE & BODY CARE,UNKNOWN_481261
481498,Snacks,Candy,,,GENERAL MILLS,EPIC,UNKNOWN_481498
481526,Health & Wellness,Bath & Body,Hand & Body Lotions,,UNILEVER,DOVE MEN+CARE,UNKNOWN_481526
481528,Snacks,,,,FERRARA CANDY COMPANY,PIXY STIX,UNKNOWN_481528
481681,Snacks,Chips,Tortilla Chips,,PEPSICO,SIMPLY,UNKNOWN_481681
481826,Health & Wellness,Hair Care,,,HENKEL,PRAVANA,UNKNOWN_481826
482527,Health & Wellness,Skin Care,Lip Balms & Treatments,Medicated Lip Treatments,JOHNSON & JOHNSON,NEOSPORIN,UNKNOWN_482527
482528,Snacks,Candy,Chocolate Candy,,HORMEL FOODS,JUSTIN'S,UNKNOWN_482528
482732,Health & Wellness,,,,MONDELĒZ INTERNATIONAL,HALLS,UNKNOWN_482732
482763,Health & Wellness,Skin Care,Lip Balms & Treatments,Lip Balms,KAO USA,ORIBE,UNKNOWN_482763
483015,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,Anti Diarrheal Medicines & Treatments,,,UNKNOWN_483015
483029,Health & Wellness,Sexual Health,,,RECKITT BENCKISER,K-Y,UNKNOWN_483029
483637,Health & Wellness,Bath & Body,Body Wash,,KAO USA,JERGENS,UNKNOWN_483637
483785,Health & Wellness,Hair Removal,,,CHURCH & DWIGHT,NAIR,UNKNOWN_483785
484094,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,,SANOFI AVENTIS US LLC,ROLAIDS,UNKNOWN_484094
484229,Health & Wellness,Deodorant & Antiperspirant,,,COTY,VERA WANG FRAGRANCE & BODY CARE,UNKNOWN_484229
484708,Health & Wellness,Bath & Body,,,COLGATE-PALMOLIVE,SOFTSOAP,UNKNOWN_484708
484745,Health & Wellness,Topical Muscle & Joint Relief Treatments,,,SANOFI AVENTIS US LLC,SPORTSCREME,UNKNOWN_484745
484746,Health & Wellness,,,,SANOFI AVENTIS US LLC,SPORTSCREME,UNKNOWN_484746
485103,Health & Wellness,,,,PROCTER & GAMBLE,PANTENE,UNKNOWN_485103
485485,Snacks,Snack Cakes,,,KRAFTHEINZ,JET-PUFFED,UNKNOWN_485485
485496,Health & Wellness,Bath & Body,Bar Soap,,UNILEVER,LIFEBUOY HAND WASH & SANITIZERS,UNKNOWN_485496
485576,Health & Wellness,,,,CHURCH & DWIGHT,PB 8,UNKNOWN_485576
485603,Health & Wellness,Bath & Body,,,"BEIERSDORF, INC.",EUCERIN,UNKNOWN_485603
485928,Snacks,,,,GRUMA CORPORATION,MISSION,UNKNOWN_485928
486285,Health & Wellness,Hair Care,Hair Treatments,,HENKEL,BC BONACURE,UNKNOWN_486285
486328,Snacks,Puffed Snacks,Popcorn,Already Popped Popcorn,PEPSICO,CRACKER JACK,UNKNOWN_486328
486705,Health & Wellness,Skin Care,,,JOHNSON & JOHNSON,JOHNSON'S,UNKNOWN_486705
486749,Health & Wellness,Skin Care,Facial Cleansers,,COTY,COVERGIRL,UNKNOWN_486749
487211,Snacks,Puffed Snacks,,,CAMPBELL SOUP COMPANY,POP SECRET,UNKNOWN_487211
487223,Health & Wellness,Skin Care,,,PROCTER & GAMBLE,THE ART OF SHAVING,UNKNOWN_487223
487702,Health & Wellness,Medicines & Treatments,Sleeping & Snoring,,RECKITT BENCKISER,SCHIFF,UNKNOWN_487702
487950,Health & Wellness,Skin Care,,,PROCTER & GAMBLE,OLAY,UNKNOWN_487950
488469,Health & Wellness,Hair Care,,,PROCTER & GAMBLE,PANTENE,UNKNOWN_488469
488738,Health & Wellness,Oral Care,Mouthwash,,CHURCH & DWIGHT,THERABREATH,UNKNOWN_488738
488824,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Cough & Chest Congestion Medicines & Treatments,RECKITT BENCKISER,DELSYM,UNKNOWN_488824
488950,Snacks,Snack Bars,,,GENERAL MILLS,WHEATIES,UNKNOWN_488950
489669,Snacks,,,,PEPSICO,SUN CHIPS,UNKNOWN_489669
489821,Snacks,Crackers,Cheese Crackers,,,,UNKNOWN_489821
490160,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,ABBOTT,JUVEN,UNKNOWN_490160
490433,Health & Wellness,Hair Care,Shampoo,,HENKEL,BETTER NATURED,UNKNOWN_490433
490553,Health & Wellness,Oral Care,Oral Care Accessories,,PROCTER & GAMBLE,ORAL-B,UNKNOWN_490553
490864,Snacks,,,,DAISY BRAND,DAISY,UNKNOWN_490864
491023,Snacks,,,,PEPSICO,SABRITONES,UNKNOWN_491023
491167,Snacks,Pudding & Gelatin,Ready-to-Eat Pudding,,,,UNKNOWN_491167
491181,Snacks,,,,FERRERO GROUP,FANNIE MAY,UNKNOWN_491181
491767,Snacks,Candy,,,FERRERO GROUP,KINDER,UNKNOWN_491767
491879,Health & Wellness,Hair Removal,After Shave,,COTY,HUGO BOSS FRAGRANCE & BODY CARE,UNKNOWN_491879
492150,Health & Wellness,,,,ABBOTT,SUPLENA,UNKNOWN_492150
492190,Health & Wellness,Skin Care,,,KAO USA,ORIBE,UNKNOWN_492190
492222,Snacks,,,,CONAGRA,ACT II,UNKNOWN_492222
492358,Snacks,Snack Bars,Performance & Protein Bars,,GENERAL MILLS,FIBER ONE,UNKNOWN_492358
492585,Snacks,Snack Bars,,,GENERAL MILLS,LARABAR,UNKNOWN_492585
492640,Health & Wellness,Skin Care,,,L'OREAL,L'OREAL PARIS COSMETICS,UNKNOWN_492640
492901,Health & Wellness,Bath & Body,Bath & Body Gift Sets,,CHURCH & DWIGHT,TOPPIK,UNKNOWN_492901
493510,Snacks,,,,FERRERO GROUP,ROYAL DANSK,UNKNOWN_493510
493575,Health & Wellness,,,,RECKITT BENCKISER,LANACANE,UNKNOWN_493575
493627,Health & Wellness,Hair Care,,,UNILEVER,THE GOOD STUFF,UNKNOWN_493627
494198,Apparel & Accessories,Clothing,,,PEPSICO,CHEETOS,UNKNOWN_494198
494433,Health & Wellness,Bath & Body,Bath & Body Gift Sets,,COTY,TIFFANY & CO. FRAGRANCE & BODY CARE,UNKNOWN_494433
494503,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,R3SET,R3SET,UNKNOWN_494503
494637,Health & Wellness,Oral Care,,,CAMPBELL SOUP COMPANY,TOM'S,UNKNOWN_494637
494639,Health & Wellness,Hair Removal,Shaving Gel & Cream,,"BEIERSDORF, INC.",NIVEA,UNKNOWN_494639
495604,Health & Wellness,Skin Care,Skin Toners & Astringents,Skin Toners,"E.L.F. COSMETICS, INC",E.L.F.,UNKNOWN_495604
495608,Health & Wellness,Oral Care,Oral Pain Relief,,,,UNKNOWN_495608
495714,Snacks,,,,THE HERSHEY COMPANY,HERSHEY'S WHOPPERS,UNKNOWN_495714
495817,Snacks,Snack Bars,,,MONDELĒZ INTERNATIONAL,BELVITA,UNKNOWN_495817
495998,Snacks,Snack Bars,,,MARS WRIGLEY,NATURE'S BAKERY,UNKNOWN_495998
496053,Snacks,Snack Mixes,,,FLOWERS FOODS,DAVE’S KILLER BREAD,UNKNOWN_496053
496414,Health & Wellness,Bath & Body,Body Wash,,"BEIERSDORF, INC.",NIVEA,UNKNOWN_496414
496428,Snacks,Pudding & Gelatin,,,THE HERSHEY COMPANY,YORK,UNKNOWN_496428
496449,Health & Wellness,Deodorant & Antiperspirant,Women's Deodorant & Antiperspirant,,PROCTER & GAMBLE,SECRET,UNKNOWN_496449
496709,Snacks,Candy,Chocolate Candy,,THE HERSHEY COMPANY,ROLO,UNKNOWN_496709
497179,Health & Wellness,Bath & Body,Body Wash,,COTY,VERA WANG FRAGRANCE & BODY CARE,UNKNOWN_497179
497232,Health & Wellness,,,,PROCTER & GAMBLE,SAFEGUARD,UNKNOWN_497232
497299,Snacks,,,,CASEY'S GENERAL STORE,CASEY'S GENERAL STORE,UNKNOWN_497299
497561,Snacks,Candy,,,THE HERSHEY COMPANY,ROLO,UNKNOWN_497561
497634,Snacks,Snack Bars,,,GENERAL MILLS,AUTUMN'S GOLD,UNKNOWN_497634
497795,Health & Wellness,Bath & Body,Hand & Body Lotions,,ELIDA BEAUTY,Q-TIPS,UNKNOWN_497795
498218,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,COTY,PHILOSOPHY FRAGRANCE & BODY CARE,UNKNOWN_498218
498337,Snacks,Candy,Chocolate Candy,,MONDELĒZ INTERNATIONAL,HUS KITCHEN,UNKNOWN_498337
498536,Health & Wellness,Skin Care,,,PROCTER & GAMBLE,SK-II,UNKNOWN_498536
498664,Snacks,,,,FERRARA CANDY COMPANY,LIK-M-AID FUN DIP,UNKNOWN_498664
499472,Health & Wellness,Bath & Body,Hand & Body Lotions,,COTY,ADIDAS FRAGRANCE & BODY CARE,UNKNOWN_499472
499622,Health & Wellness,Hair Removal,Razors,Men's Razors,PROCTER & GAMBLE,GILLETTE,UNKNOWN_499622
499720,Snacks,Snack Bars,,,GENERAL MILLS,CINNAMON TOAST CRUNCH,UNKNOWN_499720
500016,Health & Wellness,Hair Care,Dry Shampoo,,KAO USA,ORIBE,UNKNOWN_500016
500171,Snacks,Pretzels,Traditional Pretzels,,PEPSICO,ROLD GOLD PRETZELS,UNKNOWN_500171
500450,Snacks,Puffed Snacks,Popcorn,Popcorn Kernels & Popcorn Seasonings,GENERAL MILLS,GOLD MEDAL FLOUR,UNKNOWN_500450
500985,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,CORTIZONE 10,UNKNOWN_500985
501144,Health & Wellness,,,,RECKITT BENCKISER,DIGESTIVE ADVANTAGE,UNKNOWN_501144
501737,Health & Wellness,Skin Care,Body Oil,,JOHNSON & JOHNSON,LE PETIT MARSEILLAIS,UNKNOWN_501737
502006,Health & Wellness,Hair Removal,,,COTY,JOOP! FRAGRANCE & BODY CARE,UNKNOWN_502006
502087,Snacks,Candy,Chocolate Candy,,FERRERO GROUP,KINDER,UNKNOWN_502087
502398,Health & Wellness,,,,ABBOTT,TWOCAL HN,UNKNOWN_502398
502590,Snacks,Candy,,,MONDELĒZ INTERNATIONAL,SWEDISH FISH,UNKNOWN_502590
